ESEMBLID	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20
gene116	0.05788902	0.40300393	0.29844067	0.34016526	0.0	0.09729112	0.4506965	0.22663878	0.8733219	0.39913732	0.61061597	0.64492434	0.6528758	0.69246507	0.3350313	1.0	0.49831975	0.57040465	0.8770844	0.2592222
gene117	0.35536984	0.3559674	0.7970022	0.0	0.08329643	0.44171074	0.2937703	0.14273718	0.5464677	0.26566905	0.7327486	1.0	0.43365517	0.22932537	0.21944532	0.71239954	0.7069034	0.8746472	0.71469617	0.8388461
gene118	0.60265636	0.0	1.0	0.19905922	0.37841302	0.3067395	0.5261579	0.016909577	0.56144696	0.48020118	0.5164672	0.20634127	0.12477972	0.2701108	0.40883014	0.12719087	0.34941718	0.34984407	0.48577794	0.44366613
gene119	1.0	0.29742396	0.5673908	0.033593643	0.13700123	0.10748162	0.0897129	0.14395104	0.6235182	0.77785474	0.0	0.09110753	0.2293388	0.08970786	0.3057229	0.8728057	0.52170974	0.97196627	0.5540412	0.4198161
gene120	1.0	0.82086694	0.2587416	0.53541464	0.22611202	0.24696153	0.49211287	0.82414633	0.40858722	0.46196258	0.23936449	0.65674114	0.4433334	0.97742164	0.6476674	0.0	0.6696726	0.6429611	0.44458795	0.9986568
gene121	0.22842431	0.5879711	0.10081858	0.83540094	1.0	0.89240575	0.49062106	0.39977	0.18872896	0.355724	0.63359326	0.16178055	0.5516793	0.3714776	0.734687	0.16604303	0.31229898	0.0	0.26828858	0.14975294
gene122	0.0	0.5959551	0.2842701	0.46165973	0.29738986	0.3849297	0.34116095	0.544127	0.33131316	0.30429745	0.3794509	0.40594006	0.4540199	0.5129207	0.5953754	1.0	0.51523626	0.8401393	0.6306261	0.6275172
gene123	0.6314085	0.31017292	0.54701376	0.7518806	0.5839816	0.0	0.5837389	0.668483	0.61301106	0.16311733	0.25555474	0.74420744	0.5416346	0.7009267	0.76831234	0.51723677	0.50899976	0.4884068	0.52331597	1.0
gene124	0.15620641	1.0	0.11313836	0.6964625	0.91000545	0.7005342	0.86608416	0.6030416	0.0	0.17132212	0.74855816	0.47685018	0.73128086	0.69057155	0.5864834	0.08900745	0.08780173	0.018262722	0.17132568	0.14668843
gene125	0.10449037	1.0	0.10630921	0.5014971	0.33304942	0.10376291	0.2166656	0.64984107	0.34557188	0.460147	0.1171636	0.11755076	0.09708502	0.31834015	0.45143375	0.065358356	0.025121054	0.0	0.46341187	0.22616604
gene126	0.67834646	0.0	1.0	0.24272868	0.7874948	0.54988265	0.23626941	0.06368312	0.99018395	0.66181165	0.5820246	0.42403898	0.0072805993	0.3324382	0.72593385	0.19111873	0.3661365	0.23664114	0.7610912	0.37249002
gene127	0.17701495	0.064967535	0.16680756	0.18825686	0.1907562	0.27343225	0.25092077	0.341477	0.30478516	0.27716738	0.33253103	0.3847599	0.23281732	0.0	0.20834859	1.0	0.4591938	0.6824952	0.28017053	0.7453737
gene128	0.75680923	0.10309122	1.0	0.102063105	0.28810468	0.010023284	0.24422307	0.16301101	0.5737074	0.26802397	0.30425742	0.42508432	0.0	0.36490744	0.35887975	0.09092476	0.21444434	0.22578278	0.47261798	0.016114613
gene129	1.0	0.32000035	0.7979288	0.55127996	0.6844042	0.25811148	0.5152304	0.64967424	0.5965097	0.15903395	0.47772002	0.35265428	0.34825164	0.25251377	0.6952147	0.41382426	0.0	0.7111822	0.27365014	0.77853835
gene130	0.35398778	0.55164707	0.4954886	0.5147592	1.0	0.46173698	0.27019578	0.3913761	0.0	0.41047332	0.4295784	0.73102754	0.48541796	0.63783324	0.69033635	0.3407019	0.45175958	0.058581486	0.27722648	0.3388961
gene131	0.0	0.83223534	1.0	0.3916634	0.51803243	0.6920254	0.18935221	0.3799867	0.41223958	0.24082124	0.41494897	0.40214232	0.318529	0.12883979	0.4952533	0.51584667	0.8365499	0.29103944	0.08551062	0.22934188
gene132	0.584692	0.09661039	0.45250824	0.19558989	0.0	0.4205725	0.4393375	0.09388967	0.49911988	0.41210163	0.13664375	0.39969623	0.36441582	0.16893683	0.15591465	1.0	0.84330684	0.88336074	0.63902795	0.7555952
gene133	0.55982494	0.047408585	1.0	0.03344886	0.16366832	0.4064581	0.31678754	0.6709181	0.038372267	0.0	0.24856319	0.3787565	0.8185415	0.068153694	0.1772994	0.03902982	0.29045504	0.37635288	0.063205294	0.046042588
gene134	0.037387904	0.59201205	0.04121832	0.82761425	0.08368404	0.8499557	0.85161257	1.0	0.16491188	0.24075444	0.47216493	0.29829082	0.29817185	0.22674899	0.0	0.04473776	0.3887534	0.04739714	0.1995173	0.13943811
gene135	0.11857714	0.13386075	0.13411106	0.020349266	0.0	0.35384667	0.30054823	0.20498598	0.2911811	0.26702926	0.5022207	0.389818	0.25502515	0.37090808	0.031149097	1.0	0.2203827	0.7083127	0.4408956	0.61386615
gene136	0.50489736	0.60024667	1.0	0.13730386	0.54213274	0.5621487	0.0	0.26858553	0.37159318	0.8067264	0.23626317	0.092816874	0.23644768	0.14086755	0.49342683	0.71440387	0.64705926	0.7119829	0.1331033	0.28510147
gene137	0.35518464	0.8757273	0.18985875	0.75562656	1.0	0.7473573	0.35089034	0.63689953	0.30491477	0.5811922	0.48086518	0.29601416	0.7250909	0.5584436	0.5925291	0.35262173	0.43760097	0.2423616	0.0	0.12710984
gene138	0.24187905	0.1868127	0.4011595	0.0	0.09645342	0.106294736	0.038047776	0.10789076	0.4671544	0.4168942	0.20055896	0.36406094	0.21177231	0.12263755	0.29144427	1.0	0.86849594	0.84482276	0.5095977	0.83804834
gene139	0.4117622	0.23962702	0.43552828	0.18429263	0.28264293	0.0	0.2533991	0.34348527	0.7447197	0.7771897	0.5442131	0.6617808	0.31406847	0.25759506	0.67613953	0.95993346	0.92769504	0.81481606	0.718899	1.0
gene140	1.0	0.3958601	0.7831689	0.32737386	0.23292318	0.2304822	0.39206028	0.34096575	0.61508566	0.41304433	0.0	0.5064868	0.02311605	0.43190143	0.51409245	0.44287694	0.33739188	0.4215213	0.7849145	0.29062873
gene141	0.51155967	0.24180327	0.37770936	0.15775886	0.0	0.3459771	0.5064953	0.47588357	0.7011257	0.61512214	0.7041404	0.78117	0.31144756	0.39179543	0.3115378	0.74939686	0.7301155	1.0	0.6328258	0.82380146
gene142	0.45730025	0.86784065	0.14477071	0.48169094	1.0	0.4112146	0.43161932	0.59945387	0.34814173	0.4649381	0.29264787	0.19569619	0.57949865	0.6109318	0.15006165	0.21433118	0.24396396	0.0	0.29806247	0.825041
gene143	0.28334883	1.0	0.12206984	0.7215526	0.654674	0.35757816	0.46886495	0.4614226	0.7401261	0.86659753	0.581371	0.4183312	0.0	0.35197517	0.16936113	0.9423049	0.15244539	0.6418952	0.9170482	0.6102558
gene144	0.73617065	0.16515926	1.0	0.3217429	0.3835899	0.38883647	0.39961472	0.15213543	0.47792152	0.29166487	0.18971832	0.62489396	0.3455169	0.5106497	0.4789786	0.22771609	0.26298073	0.36751705	0.24169925	0.0
gene145	0.35379937	0.12832399	0.10609866	0.10061956	0.062362786	0.1976237	0.16985762	0.059552174	0.19474868	0.5311614	0.19061592	0.22707842	0.2564628	0.0	0.24487373	0.42792803	0.81822634	0.63870317	0.270841	1.0
gene146	0.37860015	0.9832185	0.30608383	0.9896958	0.21877378	0.7778837	0.54634714	0.40302956	0.3778608	0.44770688	0.7157397	0.46974355	0.6975945	0.0	0.50772387	1.0	0.7050298	0.26487756	0.5873442	0.17424877
gene147	0.309436	1.0	0.20075254	0.7744219	0.6503307	0.7873495	0.7332963	0.9838457	0.0	0.18583494	0.30874485	0.44197413	0.84845555	0.6487058	0.47384524	0.15583494	0.16660047	0.19883399	0.24440518	0.38314068
gene148	0.75935465	0.37189952	0.053257283	0.5488776	0.0	0.14185196	0.27962592	0.26547435	0.1680817	0.6053206	0.39488783	0.46623814	0.37538922	0.3867213	0.75798255	1.0	0.78150195	0.49524355	0.05291208	0.4118486
gene149	1.0	0.62094086	0.7590893	0.26081717	0.6823768	0.65314204	0.16077833	0.2938929	0.21140723	0.1496226	0.028339902	0.41382566	0.15072067	0.16075176	0.79111904	0.0	0.4329427	0.98894423	0.11940376	0.5938922
gene150	0.92661726	0.20146628	0.19906087	0.42577082	0.65228814	0.54169047	0.0	0.046959072	0.5272564	0.41136602	0.29489914	0.5579609	0.996963	0.23707952	0.5613065	1.0	0.64643043	0.6203963	0.049555622	0.71992964
gene151	0.65772396	0.7778329	0.32376897	0.81833047	0.5480602	0.47869942	0.6628901	1.0	0.5381902	0.4018323	0.40877262	0.38163444	0.90480906	0.4710705	0.44397226	0.0	0.09438886	0.17853378	0.37550414	0.18453148
gene152	0.27205196	0.8231972	0.10978387	0.73013073	0.2654544	0.95562625	0.80773175	0.93845093	0.16945873	0.5051386	0.28504354	0.46921673	1.0	0.494464	0.4138213	0.2557911	0.21310967	0.06624478	0.20924649	0.0
gene153	0.17105718	0.79570657	0.0	0.46196577	0.14214878	0.77384883	0.68076783	1.0	0.024084117	0.101689704	0.1623024	0.5070834	0.49577764	0.7751636	0.3476945	0.1044827	0.45214328	0.015629208	0.0060781585	0.1282991
gene154	0.1865465	0.1901153	0.33914548	0.4367249	0.0	0.8811287	0.09002242	0.12848999	0.4078504	0.87616366	0.17341404	0.35083193	0.17075332	0.60585445	0.13168512	1.0	0.6144902	0.9001244	0.86472136	0.48467556
gene155	0.0	0.7440435	0.15558398	0.41434905	0.6753519	0.69101864	0.45553073	0.46528807	0.0966122	0.043550137	0.44331035	0.68303406	0.7044129	1.0	0.9272747	0.7457055	0.29956996	0.3188284	0.7091085	0.4309622
gene156	0.035665177	0.4262112	0.40909913	0.0	0.4032964	0.46001887	0.8672452	0.2594173	0.15838917	0.33100867	0.24725227	0.41849542	0.4960483	0.2953969	0.097042665	0.46532091	0.30478778	1.0	0.9465894	0.8508197
gene157	0.37176585	0.13218571	0.3144826	0.082456484	0.0	0.2802574	0.16467398	0.20882729	0.56173706	0.7083656	0.3971516	0.30512413	0.38109753	0.31708062	0.34879157	0.99618834	0.58958566	1.0	0.7904464	0.71796584
gene158	0.14120628	0.1514774	0.21042897	0.8420441	0.0	0.44180116	0.5359683	0.45870158	0.3044595	0.35646316	0.5510141	0.81534576	0.34221146	0.66071194	0.46476704	0.95314425	0.42820033	0.81016946	0.7614561	1.0
gene159	0.4227033	0.6392954	0.204678	0.25366983	0.06308153	0.0	0.2971262	0.22435558	0.16707115	0.08812503	0.28581646	0.4312432	0.5002309	0.22792102	0.30675188	0.7240217	0.7778575	0.3847754	0.41753387	1.0
gene160	0.07262842	0.23116243	0.078873225	0.61316013	0.58356446	1.0	0.25089997	0.27632973	0.0	0.37545258	0.49842465	0.26453295	0.23573416	0.2878332	0.6680886	0.05041729	0.0023710676	0.0010730091	0.1470041	0.052810296
gene161	0.13713492	0.5281324	0.7272549	0.067373484	0.3234237	0.14503577	0.4984129	0.72517323	0.15275855	0.3215616	0.34655204	0.39753565	0.028816516	0.7904575	0.0	0.71201384	0.9335806	0.6154542	1.0	0.42283818
gene162	0.08414922	0.25066254	0.0039277654	0.315033	0.41738835	1.0	0.19062911	0.26391208	0.021749105	0.18242244	0.233897	0.22534966	0.23260754	0.41206095	0.29673383	0.031822123	0.12830949	0.0	0.20013078	0.063161306
gene163	0.5525606	0.15048067	0.42832372	0.17870285	0.38443813	0.1254198	0.35249734	0.3006188	0.34571764	0.27708334	0.28108755	1.0	0.50624156	0.0	0.29643774	0.65920925	0.91513145	0.6980898	0.31771535	0.8383313
gene164	0.36711472	1.0	0.27120602	0.40175334	0.58499336	0.03669573	0.57234466	0.6678933	0.47604656	0.33204836	0.08238373	0.33874625	0.42206717	0.47321528	0.22964478	0.0	0.036189195	0.1573431	0.19517896	0.023762675
gene165	0.051467955	0.4461452	0.009380521	0.4756612	0.81363773	0.9417326	0.0	0.25817475	0.44488916	0.25711763	0.55013925	1.0	0.0132379	0.14145705	0.38997006	0.3549344	0.16626659	0.40325493	0.48230177	0.47469303
gene166	0.7047263	0.5478162	0.55677325	1.0	0.70974594	0.36365432	0.449841	0.63134223	0.4582283	0.21914072	0.35812357	0.22305201	0.4517385	0.5190518	0.58120596	0.0	0.15866995	0.2399161	0.3387937	0.19677052
gene167	0.5455616	0.14013162	1.0	0.47943726	0.57512414	0.32735613	0.2500487	0.050756775	0.75480324	0.575347	0.46658745	0.33300725	0.0	0.23776989	0.64708924	0.18151532	0.2200953	0.1959452	0.36739457	0.18936385
gene168	0.80273587	0.22468698	0.2922457	0.037531093	0.07935679	0.017979769	0.20095977	0.34281132	0.21772848	0.08173791	0.086217836	0.17654653	0.0	0.15899646	0.38336664	0.13340954	0.22110079	1.0	0.17376073	0.06853973
gene169	0.047821995	0.57270086	0.34052232	0.9680636	0.4076953	0.8259284	0.6373243	0.9778099	0.0	0.66992325	0.38127157	0.6790817	0.49244928	0.88864017	1.0	0.6257554	0.9661447	0.62749517	0.92169005	0.8257562
gene170	0.7213235	0.0	0.24967103	0.09103369	0.22653121	0.1780362	0.1903695	0.16479199	0.19117248	0.0153509565	0.45401162	0.7044813	0.3939807	0.13099323	1.0	0.034913562	0.0713876	0.47020054	0.071064	0.048181195
gene171	0.56388265	0.6710515	0.34932062	0.51629746	0.41249275	0.3627464	0.6474066	0.585114	0.39474595	0.34416056	0.3360934	0.31274635	1.0	0.9798152	0.26445422	0.0	0.25088543	0.47654277	0.21550883	0.1164716
gene172	0.4083677	0.7358214	0.9442675	0.84467906	0.7016367	0.67416227	0.7755335	0.7728101	0.64873236	0.0	0.7143398	0.45599398	1.0	0.1818879	0.4975859	0.18753383	0.22900903	0.12154974	0.2880024	0.39648992
gene173	0.45809957	0.46026915	0.0	0.4643766	0.32206312	0.5819725	0.90383387	0.49369317	0.093145825	0.29403257	0.23245348	0.80473965	0.87073934	0.86222476	0.11419122	0.34611395	0.38966516	0.6220284	1.0	0.20316525
gene174	0.6251617	0.7380618	1.0	0.6447595	0.68138295	0.87640715	0.0	0.43171063	0.101935	0.76301175	0.6135883	0.3295628	0.48900068	0.4250161	0.3664516	0.8888574	0.71118677	0.721348	0.51555043	0.69200665
gene175	0.32918075	0.19800836	0.4631088	0.026206171	0.32264856	0.40431246	0.23036413	0.20648478	0.5692332	0.5860315	0.68748266	0.16371182	0.0	0.11475716	0.29886952	0.9010246	1.0	0.7434698	0.6313114	0.42234984
gene176	0.35341033	0.41367802	0.20468818	0.26443288	0.0	0.18842487	0.37343076	0.02640018	0.31441575	0.6334314	0.4876104	0.4520142	0.41411582	0.15829419	0.42515394	0.33185333	0.8577103	0.7353284	0.5063448	1.0
gene177	0.8667014	0.51072013	0.9369654	0.70124835	0.7678145	0.561328	1.0	0.6499303	0.07440522	0.4724522	0.3525462	0.58163154	0.6428268	0.59242713	0.61363	0.1204052	0.12700644	0.4412611	0.20086983	0.0
gene178	0.12127694	0.29595125	0.71026945	0.85344964	0.68332326	1.0	0.47720388	0.63836247	0.21537803	0.67014575	0.46403715	0.84948254	0.54713833	0.066167034	0.912152	0.0	0.15262884	0.018493395	0.43022284	0.55836755
gene179	0.2994574	0.5382522	0.10701854	0.34458774	0.43782014	0.3703309	0.26717764	0.0	0.48421022	0.45782796	0.57301897	0.21471372	0.3494703	0.24580634	0.6381423	0.74439377	0.7010593	0.5632752	0.5306744	1.0
gene180	0.12797621	0.21546158	0.252698	0.0	0.28169316	0.13000387	0.08228679	0.17734095	0.40453038	0.3940033	0.26815733	0.2921281	0.15547457	0.09879822	0.37236422	1.0	0.52341014	0.4841013	0.31744754	0.7179892
gene181	0.44099095	1.0	0.26865733	0.66698784	0.5559892	0.59861374	0.5738113	0.9333151	0.8214683	0.4808666	0.4180034	0.39307636	0.57378733	0.97008777	0.33207238	0.0	0.22820862	0.26392543	0.72497475	0.14488633
gene182	0.12249166	0.71354556	0.1852472	0.67595917	1.0	0.7752285	0.3531829	0.1923513	0.219633	0.29206583	0.4811155	0.4553117	0.59521496	0.38957533	0.5889921	0.12466926	0.22227605	0.0	0.43655863	0.28408983
gene183	0.29181457	0.48911434	0.0	0.5661865	0.41024882	0.65619224	0.4284408	1.0	0.054094866	0.32922986	0.51988727	0.49264807	0.97490585	0.86263865	0.50687265	0.19099107	0.14872763	0.050613236	0.17760196	0.23904766
gene184	0.07596166	0.34312713	0.32527477	0.38563272	0.0	0.25795162	0.14498016	0.07132948	0.6893092	0.37866375	0.5551986	0.5854039	0.35577598	0.46878555	0.14500988	1.0	0.16275531	0.5414744	0.80076194	0.70727664
gene185	0.8242633	0.1330611	1.0	0.4597998	0.6022175	0.35556	0.21803054	0.09545798	0.84412885	0.5718969	0.54278886	0.42779317	0.0	0.232099	0.40528142	0.17011757	0.5581115	0.30242842	0.4622246	0.49662146
gene186	0.3501914	0.16467197	1.0	0.21230479	0.94048655	0.09552713	0.15915518	0.43777767	0.71813744	0.77961725	0.0	0.5414642	0.018361721	0.42954332	0.3684269	0.9922884	0.9096377	0.7044986	0.9172267	0.87013775
gene187	0.060774285	1.0	0.07333151	0.6499313	0.5048753	0.590187	0.39324808	0.7930863	0.0	0.21777241	0.3163755	0.3637695	0.6600696	0.5380832	0.5773872	0.26936832	0.1652627	0.004207383	0.22959875	0.30994838
gene188	0.3301218	0.4234622	0.14904411	0.1564311	0.048565157	0.22951965	0.38152072	0.0	0.2265043	0.5947667	0.38473952	0.2958255	0.3350369	0.101831876	0.32075298	0.7122909	1.0	0.46895275	0.13920678	0.7736368
gene189	0.731573	0.107991934	0.815308	0.88947684	0.44881615	0.07864022	0.21901053	0.36934906	0.3493359	1.0	0.27211794	0.0	0.059308663	0.59209156	0.036664173	0.6828979	0.8919351	0.47004288	0.4297911	0.365458
gene190	0.7618256	0.06606821	0.7310167	0.6598129	0.2911651	0.29522324	0.2910404	0.34429795	0.2939538	0.5087646	0.53357697	0.0	0.2027078	0.22073504	0.17064752	0.68320376	0.85321116	1.0	0.41626576	0.5182659
gene191	0.33399183	0.20318088	0.0	0.101349205	0.049022157	0.04191114	0.059369013	0.23058794	0.0964662	0.4706326	0.4888844	0.31789643	0.26811615	0.055827264	0.2755744	0.7274017	0.48783654	0.6252404	0.053715598	1.0
gene192	0.17555512	0.006213567	0.26843062	0.17483786	0.078038506	0.66903216	0.20902227	0.0	0.6653145	0.70471674	0.7694867	0.53507894	0.34456587	0.32431617	0.13626118	0.7830768	0.96993434	0.56893057	0.5921449	1.0
gene193	0.24039494	0.7949754	0.0	0.84285885	0.55549175	1.0	0.7367729	0.6634619	0.23722105	0.39597023	0.75005937	0.4581503	0.5776712	0.82982624	0.5455798	0.32622677	0.17228572	0.25955272	0.49957535	0.43186787
gene194	0.46869648	0.7609734	1.0	0.45101637	0.112439655	0.18925913	0.45284584	0.6678845	0.45886186	0.4829917	0.0	0.07374435	0.51520586	0.3188815	0.63756895	0.42013472	0.29865146	0.6411104	0.14338648	0.52424157
gene195	0.79655105	0.28305736	0.45876008	0.56347	0.43365118	0.3853198	0.37485808	0.485565	1.0	0.9271102	0.12602417	0.010167352	0.0	0.24265428	0.47788218	0.4089543	0.46821666	0.73844755	0.37817532	0.54029924
gene196	0.8740042	0.0	1.0	0.041489266	0.42523888	0.18869369	0.14205441	0.2816813	0.49814132	0.26149765	0.38749605	0.48172513	0.123514436	0.108345054	0.5986844	0.16737725	0.32559404	0.40067774	0.24183749	0.083352104
gene197	0.6093355	1.0	0.52529085	0.72068226	0.9322759	0.6553618	0.6442399	0.88456106	0.21582974	0.3674468	0.4642377	0.63050973	0.5889629	0.8585775	0.9275623	0.26149148	0.0	0.13589872	0.14506736	0.18975933
gene198	0.46284226	0.38994822	0.72805125	0.66576356	0.2622844	0.93998855	0.30385345	0.40871957	0.19787258	0.84086233	0.72079706	0.15539306	0.55718887	0.47060606	0.29211116	0.7570893	0.5879706	0.0	0.5481581	1.0
gene199	0.50274324	0.08460493	0.29455733	0.076255955	0.19990261	0.07174664	0.4325782	0.33589986	0.42298076	0.035108835	0.5752392	1.0	0.26389655	0.121861465	0.39258868	0.31215325	0.4935438	0.48246095	0.0	0.23641168
gene200	0.35388562	0.19865866	0.352821	0.13497669	0.0	0.40825558	0.039812073	0.13433804	0.6113976	0.53262496	0.50033873	0.40355355	0.3698364	0.16641466	0.4538693	1.0	0.82094294	0.9149267	0.7320082	0.9014213
gene201	0.5748591	0.027016737	0.8136976	0.23156789	0.55094945	0.32530993	0.30568454	0.34060147	0.60698044	0.62833303	0.039309815	0.0	0.024923671	0.28466788	0.26287335	0.38309208	0.5365549	1.0	0.70595354	0.01115732
gene202	1.0	0.035770953	0.19371794	0.0	0.14327748	0.047682635	0.08496665	0.30312398	0.33649844	0.39856082	0.05391115	0.14356199	0.056589212	0.10437303	0.036491804	0.015716748	0.28606716	0.73151904	0.26847875	0.45410952
gene203	0.6124063	0.12056783	0.9131871	0.23929021	0.58911514	0.0	0.32697117	0.2284445	1.0	0.85622936	0.027985256	0.15476923	0.051224977	0.08226844	0.38582253	0.54709435	0.8594265	0.8203266	0.84951186	0.38319394
gene204	0.66378725	0.05123889	1.0	0.08613063	0.43349516	0.046675015	0.0022216644	0.0651387	0.4817132	0.41864672	0.17839767	0.6602374	0.0860279	0.0	0.6639584	0.46525675	0.65928185	0.2498699	0.34029523	0.333501
gene205	0.46756282	0.40256482	0.7858392	0.8460702	0.8639274	0.18483484	0.0	0.122962594	1.0	0.46553856	0.34439456	0.8527897	0.12797587	0.1391775	0.91255295	0.48928452	0.79689205	0.4888601	0.34984016	0.59146094
gene206	0.34488812	1.0	0.030217016	0.51298	0.5926328	0.3819802	0.49972278	0.832976	0.16248432	0.0	0.34064794	0.076485395	0.22881822	0.31436387	0.02100306	0.10716896	0.10369563	0.20967907	0.18985704	0.3596275
gene207	0.32204524	0.50916904	0.10838819	0.6767475	1.0	0.23440455	0.6026712	0.46970508	0.32683158	0.16997658	0.2682025	0.017727733	0.4451844	0.32245997	0.38027814	0.2778157	0.09314642	0.16874398	0.100846544	0.0
gene208	0.1465626	0.5315928	0.01051742	0.0	0.14674576	0.09888013	0.49065945	0.47017884	0.19121689	0.534688	0.6054358	0.8199118	0.41926658	0.7631254	0.3292598	1.0	0.41346774	0.1464756	0.36428967	0.6884294
gene209	0.22535858	0.29075864	0.14057246	0.0	0.23039122	0.5033339	0.40075386	0.42616782	0.52268845	0.65439576	0.68810743	1.0	0.36253205	0.47390756	0.3229219	0.77848864	0.8339897	0.79164225	0.8739241	0.7168268
gene210	0.25447148	0.92774713	0.021375122	0.52004886	0.82087547	0.6364111	0.7655791	0.8518815	0.0	0.08246701	0.53113836	0.89282763	0.791216	1.0	0.6196318	0.5208402	0.488991	0.39991602	0.2633987	0.14669275
gene211	0.5243497	0.46683505	0.38663876	0.3847556	0.0	0.8897042	0.7764682	0.18276243	0.003140638	0.12302126	0.34851506	0.38989693	0.5974862	0.53555536	0.045193274	1.0	0.8566415	0.5252715	0.43242857	0.90552956
gene212	0.48165447	0.25270504	0.3630492	0.37368554	0.32449988	0.116147876	0.018236214	0.24921636	0.6286529	0.5610301	0.6436649	0.4298652	0.494754	0.0	0.65732205	0.77412224	0.64229774	1.0	0.28829515	0.82705945
gene213	0.43285164	0.4280174	0.24105643	0.30931824	0.0	0.42576265	0.511511	0.3933759	0.42315397	0.40814996	0.3712006	0.3293327	0.4597799	0.34769323	0.17554636	0.97791845	0.8028397	0.8017932	0.55161995	1.0
gene214	0.56477386	0.39596054	0.535395	0.28596205	0.3047839	0.6230323	1.0	0.8351177	0.41533315	0.5672237	0.0	0.3660963	0.57266337	0.47068536	0.35332024	0.45043945	0.7325896	0.63456273	0.3653898	0.17156042
gene215	0.3752662	0.24552833	0.33249316	0.50184274	0.6139759	0.37801677	0.03048922	0.06185757	0.8685719	0.8625915	0.9633863	0.64980143	0.0	0.461503	1.0	0.5472259	0.61156684	0.54173815	0.8538949	0.6831706
gene216	0.0	0.5420345	0.2185924	1.0	0.92347944	0.5800481	0.7368108	0.24741252	0.14107169	0.31693643	0.5443068	0.17213829	0.34700337	0.20815736	0.33596644	0.33877483	0.17962782	0.19940093	0.20988351	0.24714218
